what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271923976900
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271924117571
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271924118312
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271924118705
opened,view,org.eclipse.dltk.ui,1.0.2.v20100209-1928,"org.eclipse.dltk.ui.TypeHierarchy",1271924124807
activated,view,org.eclipse.dltk.ui,1.0.2.v20100209-1928,"org.eclipse.dltk.ui.TypeHierarchy",1271924124850
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.0.v200904240436,"org.eclipse.wst.xsl.debug.ui",1271924128827
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271924142073
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271924144014
activated,view,org.eclipse.php.ui,2.1.1.v20090921-1100,"org.eclipse.php.ui.explorer",1271924146097
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271924152186
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1271924157025
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271924157070
activated,editor,org.eclipse.php.ui,2.1.1.v20090921-1100,"org.eclipse.php.editor",1271924175771
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1271924178372
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271924217735
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271924227519
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271924265597
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271924291188
